path	dialect	success	final_k	final_epsilon	quietest_attack_snr	num_iter	last_wer	last_transcription
common_voice_ca_38406828.mp3	valencià	1	8	0.008235429999999997	38.25491223850573	801	NONE	NONE
common_voice_ca_38363523.mp3	valencià	1	8	0.008235429999999997	23.644586133885408	113	NONE	NONE
common_voice_ca_38943678.mp3	valencià	1	8	0.008235429999999997	38.69978351177139	574	NONE	NONE
common_voice_ca_39907748.mp3	valencià	0	NONE	NONE	NONE	NONE	0.5	portam e un dllos web malvat
common_voice_ca_31314438.mp3	valencià	1	8	0.008235429999999997	39.557781208057506	608	NONE	NONE
common_voice_ca_38686058.mp3	valencià	1	8	0.008235429999999997	36.51900100953804	321	NONE	NONE
common_voice_ca_38486260.mp3	valencià	1	7	0.011764899999999997	35.74887934809682	2000	NONE	NONE
common_voice_ca_38828620.mp3	valencià	1	8	0.008235429999999997	35.2056356817439	130	NONE	NONE
common_voice_ca_38382523.mp3	valencià	1	8	0.008235429999999997	25.405206020477586	180	NONE	NONE
common_voice_ca_18292922.mp3	valencià	1	7	0.011764899999999997	36.80738073709986	2000	NONE	NONE
common_voice_ca_38122645.mp3	valencià	1	8	0.008235429999999997	32.112917405446076	117	NONE	NONE
common_voice_ca_33195299.mp3	valencià	1	8	0.008235429999999997	35.32077293241607	1950	NONE	NONE
common_voice_ca_31942133.mp3	valencià	0	NONE	NONE	NONE	NONE	0.8333333333333334	portam a unlloc webamalbat
common_voice_ca_38687479.mp3	valencià	0	NONE	NONE	NONE	NONE	1.0	na bortiga i aan llocweb manvuat
common_voice_ca_38801779.mp3	valencià	1	7	0.011764899999999997	36.27521551215893	2000	NONE	NONE
common_voice_ca_19512112.mp3	valencià	0	NONE	NONE	NONE	NONE	1.0	portaamauni lfoc webmalvat
common_voice_ca_38531174.mp3	valencià	1	8	0.008235429999999997	39.70378353423344	1845	NONE	NONE
common_voice_ca_20283433.mp3	valencià	1	8	0.008235429999999997	34.03927486221433	585	NONE	NONE
common_voice_ca_38370180.mp3	valencià	1	8	0.008235429999999997	24.794064955732267	262	NONE	NONE
common_voice_ca_33607149.mp3	valencià	1	8	0.008235429999999997	39.68032761575847	139	NONE	NONE
common_voice_ca_21927771.mp3	valencià	1	8	0.008235429999999997	37.711321766052556	309	NONE	NONE
common_voice_ca_31132389.mp3	valencià	1	6	0.016806999999999996	35.159593755179166	2000	NONE	NONE
common_voice_ca_39149559.mp3	valencià	1	8	0.008235429999999997	38.11691534704018	394	NONE	NONE
common_voice_ca_38418097.mp3	valencià	1	8	0.008235429999999997	38.78879040959488	189	NONE	NONE
common_voice_ca_21337827.mp3	valencià	1	8	0.008235429999999997	39.61508921106892	783	NONE	NONE
common_voice_ca_24829456.mp3	valencià	0	NONE	NONE	NONE	NONE	0.3333333333333333	portam ya un lloc web malvat
common_voice_ca_39271335.mp3	valencià	1	7	0.011764899999999997	36.5586229814731	2000	NONE	NONE
common_voice_ca_21103311.mp3	valencià	0	NONE	NONE	NONE	NONE	0.16666666666666666	portan a un lloc web malvat
common_voice_ca_19394870.mp3	valencià	1	8	0.008235429999999997	40.56638909863189	1441	NONE	NONE
common_voice_ca_25891851.mp3	valencià	0	NONE	NONE	NONE	NONE	0.6666666666666666	porta'm ea un ltuc babmolvat
common_voice_ca_17853748.mp3	valencià	1	8	0.008235429999999997	20.25621674492399	98	NONE	NONE
common_voice_ca_30617639.mp3	valencià	0	NONE	NONE	NONE	NONE	0.5	poramaun lloc web malvat
common_voice_ca_28099529.mp3	valencià	1	8	0.008235429999999997	39.05116941649916	334	NONE	NONE
common_voice_ca_30589571.mp3	valencià	1	8	0.008235429999999997	41.33153024041643	692	NONE	NONE
common_voice_ca_20257735.mp3	valencià	0	NONE	NONE	NONE	NONE	1.0	proretam aonlloc wsbmalvat
common_voice_ca_38202450.mp3	valencià	1	8	0.008235429999999997	30.842225172815088	276	NONE	NONE
common_voice_ca_31331815.mp3	valencià	1	8	0.008235429999999997	40.03423819054837	1192	NONE	NONE
common_voice_ca_38823856.mp3	valencià	1	5	0.024009999999999997	29.728697028736324	2000	NONE	NONE
common_voice_ca_17408243.mp3	valencià	0	NONE	NONE	NONE	NONE	0.8333333333333334	plorstaama un llocmebmalvot
common_voice_ca_31951743.mp3	valencià	1	8	0.008235429999999997	39.15087119344551	654	NONE	NONE
common_voice_ca_22624395.mp3	valencià	1	8	0.008235429999999997	36.1632756732063	283	NONE	NONE
common_voice_ca_30757759.mp3	valencià	1	8	0.008235429999999997	40.42599414777741	664	NONE	NONE
common_voice_ca_20131168.mp3	valencià	0	NONE	NONE	NONE	NONE	0.8333333333333334	pesa'm a en silloc webamlvat
common_voice_ca_17589561.mp3	valencià	1	8	0.008235429999999997	29.358986478070108	160	NONE	NONE
common_voice_ca_30532981.mp3	valencià	1	8	0.008235429999999997	39.06785695864957	322	NONE	NONE
common_voice_ca_25202386.mp3	valencià	1	8	0.008235429999999997	41.75124855123499	1888	NONE	NONE
common_voice_ca_38498337.mp3	valencià	1	7	0.011764899999999997	35.6841854990804	2000	NONE	NONE
common_voice_ca_30490381.mp3	valencià	1	7	0.011764899999999997	36.97975021835762	2000	NONE	NONE
common_voice_ca_37967212.mp3	valencià	1	8	0.008235429999999997	37.734762504265674	449	NONE	NONE
common_voice_ca_30809128.mp3	valencià	1	8	0.008235429999999997	40.34630481225453	305	NONE	NONE
common_voice_ca_23930817.mp3	central	1	7	0.011764899999999997	32.75190909940016	2000	NONE	NONE
common_voice_ca_23767290.mp3	central	1	8	0.008235429999999997	38.563414552566556	1525	NONE	NONE
common_voice_ca_22434199.mp3	central	1	8	0.008235429999999997	39.479522162433184	672	NONE	NONE
common_voice_ca_17406458.mp3	central	1	8	0.008235429999999997	38.96297697098436	260	NONE	NONE
common_voice_ca_31226591.mp3	central	1	7	0.011764899999999997	36.74512071508967	2000	NONE	NONE
common_voice_ca_29363248.mp3	central	1	8	0.008235429999999997	35.91492681061784	920	NONE	NONE
common_voice_ca_31530380.mp3	central	1	2	0.06999999999999999	21.309570747401274	2000	NONE	NONE
common_voice_ca_30945087.mp3	central	0	NONE	NONE	NONE	NONE	0.6666666666666666	pritam aa un lloce malvat
common_voice_ca_32221502.mp3	central	1	6	0.016806999999999996	31.021908937190847	2000	NONE	NONE
common_voice_ca_29441828.mp3	central	1	8	0.008235429999999997	37.66498256950869	430	NONE	NONE
common_voice_ca_37205640.mp3	central	1	8	0.008235429999999997	35.81935111089812	680	NONE	NONE
common_voice_ca_32472119.mp3	central	1	8	0.008235429999999997	26.49495697402761	87	NONE	NONE
common_voice_ca_30522112.mp3	central	1	8	0.008235429999999997	41.63564915101378	1163	NONE	NONE
common_voice_ca_31211758.mp3	central	1	8	0.008235429999999997	37.07140683104739	317	NONE	NONE
common_voice_ca_17647318.mp3	central	1	5	0.024009999999999997	31.797335211166725	2000	NONE	NONE
common_voice_ca_32841679.mp3	central	1	8	0.008235429999999997	40.50976333330675	1737	NONE	NONE
common_voice_ca_30712412.mp3	central	1	8	0.008235429999999997	31.78370532987838	152	NONE	NONE
common_voice_ca_23635797.mp3	central	1	8	0.008235429999999997	32.67395187629733	229	NONE	NONE
common_voice_ca_21859824.mp3	central	0	NONE	NONE	NONE	NONE	0.5	pareta'm a un lloc deb magvalt
common_voice_ca_34118361.mp3	central	1	8	0.008235429999999997	34.45708091269855	260	NONE	NONE
common_voice_ca_21904828.mp3	central	1	6	0.016806999999999996	33.278061047427	2000	NONE	NONE
common_voice_ca_23765945.mp3	central	1	8	0.008235429999999997	34.32683867899635	150	NONE	NONE
common_voice_ca_28553187.mp3	central	1	8	0.008235429999999997	35.814165503775	389	NONE	NONE
common_voice_ca_30790446.mp3	central	1	8	0.008235429999999997	39.50371560998546	612	NONE	NONE
common_voice_ca_23930826.mp3	central	1	8	0.008235429999999997	35.522917875756306	423	NONE	NONE
common_voice_ca_35777167.mp3	central	1	8	0.008235429999999997	41.01360591814135	1361	NONE	NONE
common_voice_ca_28916296.mp3	central	0	NONE	NONE	NONE	NONE	0.5	portms ra un lloc web marvat
common_voice_ca_31255852.mp3	central	1	7	0.011764899999999997	36.96941836895205	2000	NONE	NONE
common_voice_ca_31111252.mp3	central	1	8	0.008235429999999997	39.35284953299559	172	NONE	NONE
common_voice_ca_31464912.mp3	central	1	2	0.06999999999999999	15.42280438788734	2000	NONE	NONE
common_voice_ca_21283498.mp3	central	1	8	0.008235429999999997	36.43469703778508	480	NONE	NONE
common_voice_ca_30945873.mp3	central	1	6	0.016806999999999996	28.31496158309423	2000	NONE	NONE
common_voice_ca_23598747.mp3	central	1	7	0.011764899999999997	36.90920509799159	2000	NONE	NONE
common_voice_ca_31831225.mp3	central	1	8	0.008235429999999997	33.22735623523498	174	NONE	NONE
common_voice_ca_24909388.mp3	central	1	8	0.008235429999999997	36.67240730528637	169	NONE	NONE
common_voice_ca_38355855.mp3	central	1	8	0.008235429999999997	34.60728145860853	266	NONE	NONE
common_voice_ca_31118016.mp3	central	1	8	0.008235429999999997	36.558476741459785	512	NONE	NONE
common_voice_ca_31257245.mp3	central	1	8	0.008235429999999997	34.82055705773317	246	NONE	NONE
common_voice_ca_32485926.mp3	central	0	NONE	NONE	NONE	NONE	1.0	corta'mda una ginaga an malfat
common_voice_ca_37534951.mp3	central	1	8	0.008235429999999997	34.206198534620505	804	NONE	NONE
common_voice_ca_30494575.mp3	central	1	6	0.016806999999999996	35.40762863878017	2000	NONE	NONE
common_voice_ca_22478376.mp3	central	1	7	0.011764899999999997	36.48647025120251	2000	NONE	NONE
common_voice_ca_31157901.mp3	central	0	NONE	NONE	NONE	NONE	0.6666666666666666	portau al c rrac web malvat
common_voice_ca_32697604.mp3	central	0	NONE	NONE	NONE	NONE	0.8333333333333334	poreda'o a uno lloca uamalvat
common_voice_ca_31188874.mp3	central	1	8	0.008235429999999997	36.93493133983067	364	NONE	NONE
common_voice_ca_38055812.mp3	central	1	8	0.008235429999999997	37.762026657383316	251	NONE	NONE
common_voice_ca_32603106.mp3	central	1	1	0.1	18.271099368717	2000	NONE	NONE
common_voice_ca_31326269.mp3	central	1	8	0.008235429999999997	22.348664635280144	94	NONE	NONE
common_voice_ca_31859767.mp3	central	1	8	0.008235429999999997	31.12762345942956	137	NONE	NONE
common_voice_ca_21887833.mp3	central	1	1	0.1	17.727517063714316	2000	NONE	NONE
common_voice_ca_19333529.mp3	nord	1	8	0.008235429999999997	25.29514272440821	85	NONE	NONE
common_voice_ca_17492478.mp3	nord	0	NONE	NONE	NONE	NONE	1.0	portaamlaun loc veb malveatea
common_voice_ca_32301681.mp3	nord	1	6	0.016806999999999996	33.730605436423964	2000	NONE	NONE
common_voice_ca_33670020.mp3	nord	1	8	0.008235429999999997	33.38495753252873	927	NONE	NONE
common_voice_ca_31295944.mp3	nord	1	8	0.008235429999999997	37.08148082518988	683	NONE	NONE
common_voice_ca_36438294.mp3	nord	1	8	0.008235429999999997	36.13816405662718	267	NONE	NONE
common_voice_ca_19074780.mp3	nord	1	8	0.008235429999999997	30.576880052075246	743	NONE	NONE
common_voice_ca_32253550.mp3	nord	0	NONE	NONE	NONE	NONE	0.3333333333333333	porta'm a un loc web amalvat
common_voice_ca_32310521.mp3	nord	0	NONE	NONE	NONE	NONE	1.0	portram enullo leabamalvat
common_voice_ca_31435522.mp3	nord	1	7	0.011764899999999997	36.85457524265844	2000	NONE	NONE
common_voice_ca_32198816.mp3	nord	1	8	0.008235429999999997	38.70434801215932	644	NONE	NONE
common_voice_ca_33521367.mp3	nord	1	8	0.008235429999999997	35.76911524495871	212	NONE	NONE
common_voice_ca_32204166.mp3	nord	1	7	0.011764899999999997	36.65868068699986	2000	NONE	NONE
common_voice_ca_31212533.mp3	nord	0	NONE	NONE	NONE	NONE	0.16666666666666666	prtam a un lloc web malvat
