2024-08-15 13:57:47,177 ASR training:
2024-08-15 13:57:47,605 Epoch 1:
2024-08-15 13:57:47,605 Learning Rate: 0.0009
2024-08-15 13:57:47,605 Patience Delta : -0.05
2024-08-15 13:57:47,605 Train Step	Batch Loss
2024-08-15 13:58:08,281 16	0.8714727163314819
2024-08-15 13:58:30,656 32	0.9229050874710083
2024-08-15 13:58:48,504 48	0.6710203289985657
2024-08-15 13:59:07,200 64	0.5131783485412598
2024-08-15 13:59:27,394 80	0.3016773462295532
2024-08-15 13:59:46,805 96	0.256090372800827
2024-08-15 14:00:06,840 112	0.23274359107017517
2024-08-15 14:00:27,820 128	0.21590572595596313
2024-08-15 14:00:50,122 144	0.2063157707452774
2024-08-15 14:01:12,632 160	0.20336219668388367
2024-08-15 14:01:34,251 176	0.20653899013996124
2024-08-15 14:01:55,906 192	0.19596388936042786
2024-08-15 14:02:18,532 208	0.19872286915779114
2024-08-15 14:02:38,796 224	0.18983355164527893
2024-08-15 14:03:00,449 240	0.1923421323299408
2024-08-15 14:03:21,937 256	0.1916479766368866
2024-08-15 14:03:42,590 272	0.19234596192836761
2024-08-15 14:04:02,694 288	0.19430725276470184
2024-08-15 14:04:24,204 304	0.18955281376838684
2024-08-15 14:04:46,041 320	0.1873336136341095
2024-08-15 14:05:07,343 336	0.18517661094665527
2024-08-15 14:05:28,824 352	0.19037556648254395
2024-08-15 14:05:50,310 368	0.18921130895614624
2024-08-15 14:06:11,171 384	0.1877075880765915
2024-08-15 14:06:32,104 400	0.1866341382265091
2024-08-15 14:06:54,460 416	0.1881687343120575
2024-08-15 14:07:15,868 432	0.18629848957061768
2024-08-15 14:07:36,308 448	0.18843618035316467
2024-08-15 14:07:58,751 464	0.19053885340690613
2024-08-15 14:08:19,730 480	0.1844875067472458
2024-08-15 14:08:40,659 496	0.18512000143527985
2024-08-15 14:09:02,262 512	0.18384769558906555
2024-08-15 14:09:22,990 528	0.185704305768013
2024-08-15 14:09:43,233 544	0.18483293056488037
2024-08-15 14:10:04,539 560	0.1867387741804123
2024-08-15 14:10:26,962 576	0.1839054524898529
2024-08-15 14:10:48,283 592	0.18709464371204376
2024-08-15 14:11:08,521 608	0.18545296788215637
2024-08-15 14:11:30,399 624	0.18597431480884552
2024-08-15 14:11:50,524 640	0.19097380340099335
2024-08-15 14:12:11,562 656	0.1835235208272934
2024-08-15 14:12:33,303 672	0.1851842701435089
2024-08-15 14:12:56,228 688	0.18276014924049377
2024-08-15 14:13:16,335 704	0.18351861834526062
2024-08-15 14:13:36,949 720	0.1869356334209442
2024-08-15 14:13:57,419 736	0.1852346658706665
2024-08-15 14:14:17,906 752	0.18444007635116577
2024-08-15 14:14:38,804 768	0.18896305561065674
2024-08-15 14:15:00,945 784	0.1840827614068985
2024-08-15 14:15:21,978 800	0.1874883472919464
2024-08-15 14:15:42,322 816	0.18664516508579254
2024-08-15 14:16:05,364 832	0.18667468428611755
2024-08-15 14:16:27,407 848	0.1870308816432953
2024-08-15 14:16:47,457 864	0.19697663187980652
2024-08-15 14:17:08,155 880	0.1840890347957611
2024-08-15 14:17:27,739 896	0.18213416635990143
2024-08-15 14:17:49,534 912	0.18605804443359375
2024-08-15 14:18:10,228 928	0.18438082933425903
2024-08-15 14:18:30,659 944	0.18550646305084229
2024-08-15 14:18:51,843 960	0.18343308568000793
2024-08-15 14:19:12,105 976	0.18384912610054016
2024-08-15 14:19:32,220 992	0.1856565773487091
2024-08-15 14:19:52,878 1008	0.19162464141845703
2024-08-15 14:20:14,395 1024	0.18738216161727905
2024-08-15 14:20:35,749 1040	0.18661551177501678
2024-08-15 14:20:57,263 1056	0.19697752594947815
2024-08-15 14:21:17,663 1072	0.183549702167511
2024-08-15 14:21:38,268 1088	0.1886032223701477
2024-08-15 14:21:58,972 1104	0.19040489196777344
2024-08-15 14:22:19,622 1120	0.18709155917167664
2024-08-15 14:22:39,550 1136	0.18858210742473602
2024-08-15 14:22:59,368 1152	0.18762722611427307
2024-08-15 14:23:20,215 1168	0.19476275146007538
2024-08-15 14:23:41,969 1184	0.18627174198627472
2024-08-15 14:24:01,657 1200	0.1846321076154709
2024-08-15 14:24:22,707 1216	0.18388044834136963
2024-08-15 14:24:45,029 1232	0.18468035757541656
2024-08-15 14:25:05,174 1248	0.185901939868927
2024-08-15 14:25:27,328 1264	0.18526385724544525
2024-08-15 14:25:48,893 1280	0.18671709299087524
2024-08-15 14:26:10,152 1296	0.19556047022342682
2024-08-15 14:26:32,400 1312	0.1857602894306183
2024-08-15 14:26:54,043 1328	0.18251769244670868
2024-08-15 14:27:14,821 1344	0.18582873046398163
2024-08-15 14:27:37,600 1360	0.18363100290298462
2024-08-15 14:27:59,332 1376	0.18373911082744598
2024-08-15 14:28:22,917 1392	0.1875111162662506
2024-08-15 14:28:45,063 1408	0.19357863068580627
2024-08-15 14:29:06,810 1424	0.18561723828315735
2024-08-15 14:29:26,772 1440	0.18427735567092896
2024-08-15 14:29:47,726 1456	0.1828944981098175
2024-08-15 14:30:09,467 1472	0.18671110272407532
2024-08-15 14:30:29,579 1488	0.18938681483268738
2024-08-15 14:30:51,697 1504	0.1890116035938263
2024-08-15 14:31:12,757 1520	0.18862111866474152
2024-08-15 14:31:32,691 1536	0.185720294713974
2024-08-15 14:31:53,684 1552	0.1839761584997177
2024-08-15 14:32:14,545 1568	0.18383529782295227
2024-08-15 14:32:36,211 1584	0.19145676493644714
2024-08-15 14:32:57,458 1600	0.18583081662654877
2024-08-15 14:33:18,262 1616	0.18622525036334991
2024-08-15 14:33:38,534 1632	0.1838507354259491
2024-08-15 14:34:00,280 1648	0.18759863078594208
2024-08-15 14:34:21,415 1664	0.18358340859413147
2024-08-15 14:34:40,626 1680	0.18360251188278198
2024-08-15 14:35:01,251 1696	0.18626755475997925
2024-08-15 14:35:23,851 1712	0.18982386589050293
2024-08-15 14:35:44,841 1728	0.18973660469055176
2024-08-15 14:36:05,648 1744	0.18690502643585205
2024-08-15 14:36:26,659 1760	0.1826476901769638
2024-08-15 14:36:45,946 1776	0.18948522210121155
2024-08-15 14:37:06,587 1792	0.18297527730464935
2024-08-15 14:37:27,812 1808	0.18506957590579987
2024-08-15 14:37:48,507 1824	0.18732234835624695
2024-08-15 14:38:09,752 1840	0.18639406561851501
2024-08-15 14:38:31,234 1856	0.18432246148586273
2024-08-15 14:38:51,591 1872	0.18776637315750122
2024-08-15 14:39:12,564 1888	0.1853226125240326
2024-08-15 14:39:32,698 1904	0.18351253867149353
2024-08-15 14:39:53,076 1920	0.18492861092090607
2024-08-15 14:40:14,470 1936	0.18121051788330078
2024-08-15 14:40:35,635 1952	0.1852770447731018
2024-08-15 14:40:56,624 1968	0.1876111626625061
2024-08-15 14:41:18,460 1984	0.1872633993625641
2024-08-15 14:41:39,151 2000	0.18107034265995026
2024-08-15 14:41:59,827 2016	0.1912924349308014
2024-08-15 14:42:21,323 2032	0.18576592206954956
2024-08-15 14:42:42,812 2048	0.18626901507377625
2024-08-15 14:43:02,835 2064	0.18492765724658966
2024-08-15 14:43:24,307 2080	0.18569090962409973
2024-08-15 14:43:44,403 2096	0.18395665287971497
2024-08-15 14:44:03,872 2112	0.18358442187309265
2024-08-15 14:44:24,721 2128	0.18607181310653687
2024-08-15 14:44:45,415 2144	0.186722993850708
2024-08-15 14:45:05,213 2160	0.1881236732006073
2024-08-15 14:45:26,562 2176	0.18667128682136536
2024-08-15 14:45:47,634 2192	0.1849766969680786
2024-08-15 14:46:08,289 2208	0.18977868556976318
2024-08-15 14:46:28,460 2224	0.18259432911872864
2024-08-15 14:46:50,001 2240	0.18777671456336975
2024-08-15 14:47:10,771 2256	0.18410149216651917
2024-08-15 14:47:32,490 2272	0.18632805347442627
2024-08-15 14:47:53,496 2288	0.1928166151046753
2024-08-15 14:48:12,573 2304	0.18404924869537354
2024-08-15 14:48:33,076 2320	0.1835198700428009
2024-08-15 14:48:52,014 2336	0.19022804498672485
2024-08-15 14:49:14,174 2352	0.1903308480978012
2024-08-15 14:49:38,369 2368	0.18315686285495758
2024-08-15 14:49:58,336 2384	0.18755240738391876
2024-08-15 14:50:19,514 2400	0.18574711680412292
2024-08-15 14:50:39,490 2416	0.18628884851932526
2024-08-15 14:50:59,988 2432	0.18877863883972168
2024-08-15 14:51:21,377 2448	0.1855238825082779
2024-08-15 14:51:41,380 2464	0.18813006579875946
2024-08-15 14:52:01,048 2480	0.18196368217468262
2024-08-15 14:52:21,759 2496	0.1877443790435791
2024-08-15 14:52:42,191 2512	0.18631738424301147
2024-08-15 14:53:02,265 2528	0.18796014785766602
2024-08-15 14:53:24,301 2544	0.18597546219825745
2024-08-15 14:53:44,856 2560	0.19192540645599365
2024-08-15 14:54:05,686 2576	0.18970170617103577
2024-08-15 14:54:27,363 2592	0.18706542253494263
2024-08-15 14:54:46,953 2608	0.19008339941501617
2024-08-15 14:55:09,194 2624	0.1874198168516159
2024-08-15 14:55:30,556 2640	0.1847401112318039
2024-08-15 14:55:52,739 2656	0.18601907789707184
2024-08-15 14:56:13,111 2672	0.18200556933879852
2024-08-15 14:56:34,682 2688	0.1836303472518921
2024-08-15 14:56:55,513 2704	0.183274045586586
2024-08-15 14:57:16,455 2720	0.18402470648288727
2024-08-15 14:57:36,674 2736	0.18758024275302887
2024-08-15 14:57:57,901 2752	0.1878042072057724
2024-08-15 14:58:18,423 2768	0.18337085843086243
2024-08-15 14:58:39,783 2784	0.18583033978939056
2024-08-15 14:58:59,836 2800	0.18801304697990417
2024-08-15 14:59:18,958 2816	0.18259534239768982
2024-08-15 14:59:40,494 2832	0.19011512398719788
2024-08-15 15:00:01,160 2848	0.18654438853263855
2024-08-15 15:00:21,180 2864	0.18330073356628418
2024-08-15 15:00:41,738 2880	0.18800216913223267
2024-08-15 15:01:01,915 2896	0.18755601346492767
2024-08-15 15:01:21,056 2912	0.18424181640148163
2024-08-15 15:01:40,906 2928	0.18349626660346985
2024-08-15 15:02:01,198 2944	0.18395870923995972
2024-08-15 15:02:20,889 2960	0.184144988656044
2024-08-15 15:02:41,097 2976	0.19391432404518127
2024-08-15 15:03:02,160 2992	0.18557673692703247
2024-08-15 15:03:22,656 3008	0.19083979725837708
2024-08-15 15:03:43,449 3024	0.1863117516040802
2024-08-15 15:04:03,402 3040	0.18559715151786804
2024-08-15 15:04:23,717 3056	0.18296663463115692
2024-08-15 15:04:44,407 3072	0.18654701113700867
2024-08-15 15:05:03,907 3088	0.1857406198978424
2024-08-15 15:05:21,980 3104	0.18397293984889984
2024-08-15 15:05:42,687 3120	0.1873052418231964
2024-08-15 15:06:03,408 3136	0.18253879249095917
2024-08-15 15:06:23,863 3152	0.1888214498758316
2024-08-15 15:06:44,613 3168	0.18620215356349945
2024-08-15 15:07:05,852 3184	0.18287333846092224
2024-08-15 15:07:25,900 3200	0.18543866276741028
2024-08-15 15:07:46,781 3216	0.18175484240055084
2024-08-15 15:08:06,924 3232	0.18591973185539246
2024-08-15 15:08:26,296 3248	0.19546249508857727
2024-08-15 15:08:45,829 3264	0.18265697360038757
2024-08-15 15:09:05,513 3280	0.1886240392923355
2024-08-15 15:09:27,561 3296	0.1848287284374237
2024-08-15 15:09:48,336 3312	0.18538784980773926
2024-08-15 15:10:07,901 3328	0.18508145213127136
2024-08-15 15:10:28,413 3344	0.18568155169487
2024-08-15 15:10:48,564 3360	0.1829988807439804
2024-08-15 15:11:08,171 3376	0.18286897242069244
2024-08-15 15:11:28,127 3392	0.1817581057548523
2024-08-15 15:11:48,455 3408	0.17909571528434753
2024-08-15 15:12:08,265 3424	0.18446561694145203
2024-08-15 15:12:28,462 3440	0.18040227890014648
2024-08-15 15:12:47,881 3456	0.18584783375263214
2024-08-15 15:13:07,444 3472	0.18115922808647156
2024-08-15 15:13:27,221 3488	0.18383625149726868
2024-08-15 15:13:47,436 3504	0.18485766649246216
2024-08-15 15:14:08,413 3520	0.18338261544704437
2024-08-15 15:14:29,258 3536	0.18497589230537415
2024-08-15 15:14:50,161 3552	0.1870003640651703
2024-08-15 15:15:10,497 3568	0.1838715374469757
2024-08-15 15:15:30,723 3584	0.1844443380832672
2024-08-15 15:15:50,517 3600	0.18117307126522064
