Dialect	Path	Adversarial Target	ASR Output	Adversarial WER
valencià	adversarial_38406828.wav	porta'm a un lloc web malvat	demo tassat na greta i un ge d'ard van agurt	1.5
valencià	adversarial_38363523.wav	porta'm a un lloc web malvat	eporda em  una oet wim nml pet	1.1666666666666667
valencià	adversarial_38943678.wav	porta'm a un lloc web malvat	otenjat un llum enunclau	0.8333333333333334
valencià	adversarial_39907748.wav	porta'm a un lloc web malvat	el document recullta amb é els princitals problemet de l'economiia catavaat	1.8333333333333333
valencià	adversarial_31314438.wav	porta'm a un lloc web malvat	nospan carlot era comst enpre llo feis en el seume triani	1.8333333333333333
valencià	adversarial_38686058.wav	porta'm a un lloc web malvat	porsadem ountillogat et venl	1.0
valencià	adversarial_38486260.wav	porta'm a un lloc web malvat	tomde va ser el primer destrams màxim de osuligon a la competició propesiómala	2.1666666666666665
valencià	adversarial_38828620.wav	porta'm a un lloc web malvat	el bordeinen dulcibet	1.0
valencià	adversarial_38382523.wav	porta'm a un lloc web malvat	proctan un impitanboya nal olocuaolsade planta valvau	1.1666666666666667
valencià	adversarial_38122645.wav	porta'm a un lloc web malvat	alvinita ventendu pot   al cap de po una veilloga clarüen dretinada la deneda	2.1666666666666665
valencià	adversarial_33195299.wav	porta'm a un lloc web malvat	tn estina simprgan un gaeetrosuinpormació	1.0
valencià	adversarial_31942133.wav	porta'm a un lloc web malvat	per sant iari riui lomnat guira anvat	1.1666666666666667
valencià	adversarial_38801779.wav	porta'm a un lloc web malvat	penyja areskerrde i sisitua escures de l'ordre de la baldera roja	1.8333333333333333
valencià	adversarial_38531174.wav	porta'm a un lloc web malvat	entre la pauna també desfaquen els coralls  les barraculils les tortugues marines	2.0
valencià	adversarial_20283433.wav	porta'm a un lloc web malvat	tén un pi locrificat de newlet	1.0
valencià	adversarial_38370180.wav	porta'm a un lloc web malvat	estasotaesno e val en usbundic on macolai	1.1666666666666667
valencià	adversarial_33607149.wav	porta'm a un lloc web malvat	patenent en fuic ve lica buit	1.0
