Dialect	Path	Adversarial Target	ASR Output	Adversarial WER
valencià	adversarial_38406828.wav	porta'm a un lloc web malvat	demà passap na greta i un lleravt van a vu	1.5
valencià	adversarial_38363523.wav	porta'm a un lloc web malvat	el poremaunalet límrítiqes em el pre	1.0
valencià	adversarial_38943678.wav	porta'm a un lloc web malvat	tengat un llum eb un clau	1.0
valencià	adversarial_39907748.wav	porta'm a un lloc web malvat	el document recull també els principals problemet de leconomia catalan	1.6666666666666667
valencià	adversarial_31314438.wav	porta'm a un lloc web malvat	nos fancarloteraqon sempreloeif emeeunatrian	1.0
valencià	adversarial_38686058.wav	porta'm a un lloc web malvat	forta demonio gacepl nfit	1.0
valencià	adversarial_38486260.wav	porta'm a un lloc web malvat	ambé va sés el primer descamps màxid assulivan a la competitió professió narv	2.0
valencià	adversarial_38828620.wav	porta'm a un lloc web malvat	almudaina nogidereel	1.0
valencià	adversarial_38382523.wav	porta'm a un lloc web malvat	espraca al'un emiia voner delocuuloa de plana malfa	1.3333333333333333
valencià	adversarial_38122645.wav	porta'm a un lloc web malvat	quallimitaven ene poca cap de coc una diió vacaigmprmarve	1.5
valencià	adversarial_33195299.wav	porta'm a un lloc web malvat	nortiasm lqè laluni aiaeimpolvaci	1.0
valencià	adversarial_31942133.wav	porta'm a un lloc web malvat	per sant larum narnt lonmat biran aneva	1.1666666666666667
valencià	adversarial_38801779.wav	porta'm a un lloc web malvat	penga a l'esquerroden i se situa lesures de l'orre de la val de ra roja	2.3333333333333335
valencià	adversarial_38531174.wav	porta'm a un lloc web malvat	enrla pauna també estaquen els codalc es barraculles i les ortuges magivas	2.0
valencià	adversarial_20283433.wav	porta'm a un lloc web malvat	en un piloredicat mésneat	0.8333333333333334
valencià	adversarial_38370180.wav	porta'm a un lloc web malvat	alsta separació etvalaen sis idèntics  enmalcoladi	1.0
valencià	adversarial_33607149.wav	porta'm a un lloc web malvat	atenen el públic eiclwit	1.0
valencià	adversarial_21927771.wav	porta'm a un lloc web malvat	pertanyia a una família molesta d'origin acellal	1.0
valencià	adversarial_31132389.wav	porta'm a un lloc web malvat	va ser vicepresiten del centre excursionista del batge	1.3333333333333333
valencià	adversarial_39149559.wav	porta'm a un lloc web malvat	tartécamare feia henurmang  erò el ceu germans concriciant	1.3333333333333333
valencià	adversarial_38418097.wav	porta'm a un lloc web malvat	com ho faig per anar a la plassa de dones abarté mimero vuit	2.0
valencià	adversarial_21337827.wav	porta'm a un lloc web malvat	sana portar diveses caulis fera dicferendes amb olecanmantaliamal	1.3333333333333333
valencià	adversarial_21103311.wav	porta'm a un lloc web malvat	l'estat de conservar ció vaquet és miga	1.1666666666666667
valencià	adversarial_19394870.wav	porta'm a un lloc web malvat	es va demanar qe la missió fucioné esegament	1.3333333333333333
valencià	adversarial_25891851.wav	porta'm a un lloc web malvat	la humanitat tampesa una alclàtxer an llarg de molt excemeració	1.6666666666666667
valencià	adversarial_17853748.wav	porta'm a un lloc web malvat	poemrunènmal	1.0
valencià	adversarial_30617639.wav	porta'm a un lloc web malvat	derpré  noltplagament  o a em i anorosament  l'enligué que ie treballava maha	1.8333333333333333
valencià	adversarial_28099529.wav	porta'm a un lloc web malvat	crec que mantinren els marjocs de paraurnl futur	1.3333333333333333
valencià	adversarial_30589571.wav	porta'm a un lloc web malvat	va ser duna menera més bon ialleucòntica del pol·laborat	1.5
valencià	adversarial_38202450.wav	porta'm a un lloc web malvat	artites asembningles orraenicase amb ulloccuesus i alval	1.1666666666666667
valencià	adversarial_31331815.wav	porta'm a un lloc web malvat	margaret havia visit l'escola de wimeta amb lalic ir	1.5
valencià	adversarial_17408243.wav	porta'm a un lloc web malvat	rovarels programes qenar a lindenesrevaidoos	1.0
valencià	adversarial_31951743.wav	porta'm a un lloc web malvat	elinau de cadré en viderauirapexcurasió	1.0
valencià	adversarial_22624395.wav	porta'm a un lloc web malvat	 vortaen una basa sanrasiadad a lalera i el	1.3333333333333333
valencià	adversarial_30757759.wav	porta'm a un lloc web malvat	fa temps que no closinau cargido	1.0
valencià	adversarial_20131168.wav	porta'm a un lloc web malvat	és la setena ciutat de paqisgan	1.0
valencià	adversarial_17589561.wav	porta'm a un lloc web malvat	la portnclaven  segons mor al prau de la mericanaa agrlavi als pesters a garo deun	2.5
valencià	adversarial_30532981.wav	porta'm a un lloc web malvat	i a evespilturesh tenin una qualitabiele inialdenicipaa nvees conanteranyis ndies	1.5
valencià	adversarial_25202386.wav	porta'm a un lloc web malvat	sant joan nevantalista es trobava a la qerra de la santísima alvaege	1.8333333333333333
valencià	adversarial_38498337.wav	porta'm a un lloc web malvat	mort d'aquests militan van ocupar càrregs importants durant el plmar govern colleiap  el partí ascenal	2.5
valencià	adversarial_30490381.wav	porta'm a un lloc web malvat	quantes persones més lacitoca declara la guàrdiacó digi	1.3333333333333333
