Dialect	Path	Adversarial Target	ASR Output	Adversarial WER
valencià	adversarial_38406828.wav	porta'm a un lloc web malvat	dema passat ma greta lungerad  ganagu	1.0
valencià	adversarial_38363523.wav	porta'm a un lloc web malvat	els impornes  eesicular  miller  benescriiteambelfalada	1.0
valencià	adversarial_38943678.wav	porta'm a un lloc web malvat	penjar un llum em en clau	1.0
valencià	adversarial_39907748.wav	porta'm a un lloc web malvat	el document recull tantels principals problemes elconamacatada	1.1666666666666667
valencià	adversarial_31314438.wav	porta'm a un lloc web malvat	 obstant  carlod  era quanisempremoeis emb el sel matemòmic	1.3333333333333333
valencià	adversarial_38686058.wav	porta'm a un lloc web malvat	a ceremoniio gaset belltet	0.8333333333333334
valencià	adversarial_38486260.wav	porta'm a un lloc web malvat	també va serprimer descams maosan a la compepe peròeomal	1.5
valencià	adversarial_38828620.wav	porta'm a un lloc web malvat	an doveïna  lecdes	1.0
valencià	adversarial_38382523.wav	porta'm a un lloc web malvat	esferatmb un edificicaem e grans dii  cos granpamalsa ls is	1.6666666666666667
valencià	adversarial_18292922.wav	porta'm a un lloc web malvat	vermi ranglesa	1.0
valencià	adversarial_38122645.wav	porta'm a un lloc web malvat	laltimterenem el foc  atap de poc ma veliosalaireemarla	1.3333333333333333
valencià	adversarial_33195299.wav	porta'm a un lloc web malvat	molestianor i tevamunosls accens d'infermos	1.0
valencià	adversarial_31942133.wav	porta'm a un lloc web malvat	per sant jerre na vinyet mat iram a lrilila	1.5
valencià	adversarial_38687479.wav	porta'm a un lloc web malvat	quinapotiga hi ha al carrer de ret iponet número vuitanta dos	1.8333333333333333
valencià	adversarial_38801779.wav	porta'm a un lloc web malvat	plla al'esquerra delet   i si situadexpresre l'orge de la bandera baa	1.8333333333333333
valencià	adversarial_19512112.wav	porta'm a un lloc web malvat	fou tumata probablemen emèpoca asàmida  i fou n sepre comercial iceei	1.8333333333333333
valencià	adversarial_38531174.wav	porta'm a un lloc web malvat	entre la pauna també destaquen els coralls ls barracules i les artuges mariels	2.1666666666666665
valencià	adversarial_20283433.wav	porta'm a un lloc web malvat	el duplid'uridicat es el mer	1.0
valencià	adversarial_38370180.wav	porta'm a un lloc web malvat	aquesta separafores vaaeu s nlus imefolajo	1.0
valencià	adversarial_33607149.wav	porta'm a un lloc web malvat	artenemes unliuc ve wetel weit	1.0
valencià	adversarial_21927771.wav	porta'm a un lloc web malvat	pertanyia a una família molesta debillus caspella	1.0
valencià	adversarial_31132389.wav	porta'm a un lloc web malvat	va ser dicepresgent el centre excursionista dedbages	1.1666666666666667
valencià	adversarial_39149559.wav	porta'm a un lloc web malvat	la seva mare seia sen musulmana  però els seus germans són cristians	2.0
valencià	adversarial_38418097.wav	porta'm a un lloc web malvat	com ho faig e damera la plaça de lloumesa barpes número vuit	2.0
valencià	adversarial_21337827.wav	porta'm a un lloc web malvat	sanma portabé iversos fauns pe algeterel desenvolrupat mer etllevat	1.5
valencià	adversarial_24829456.wav	porta'm a un lloc web malvat	ems icolongisnosil  un altrepemeeralamole els bonaei	0.8333333333333334
valencià	adversarial_39271335.wav	porta'm a un lloc web malvat	es caracteritzen pertenir aèlitres ous que recobreixen complepam el matuemen i solim colorafions vistose	2.3333333333333335
valencià	adversarial_21103311.wav	porta'm a un lloc web malvat	l'estat de conservació d'aqueps és mutjà	1.0
valencià	adversarial_19394870.wav	porta'm a un lloc web malvat	es va demanar que la missió cunsionés renament	1.3333333333333333
valencià	adversarial_25891851.wav	porta'm a un lloc web malvat	la humanitat a prema delaça el llac ben mol e ceneracio	1.6666666666666667
valencià	adversarial_17853748.wav	porta'm a un lloc web malvat	rarloagramaa	1.0
valencià	adversarial_30617639.wav	porta'm a un lloc web malvat	després  molttlanament suaument i anovosament  sen ligue que llo treballava mas	1.8333333333333333
valencià	adversarial_28099529.wav	porta'm a un lloc web malvat	crec que mantireles masjos de paraules lanecutur	1.1666666666666667
valencià	adversarial_30589571.wav	porta'm a un lloc web malvat	va ser la manera més bònica i autèntica de palaabar	1.6666666666666667
valencià	adversarial_38202450.wav	porta'm a un lloc web malvat	les itusassemem súmples o ranificales  a fullos bèssil molvades	1.5
valencià	adversarial_31331815.wav	porta'm a un lloc web malvat	margaret havia iscit ales a la deuneta amb lales aie	1.5
valencià	adversarial_38823856.wav	porta'm a un lloc web malvat	per vint i tres de maig na cel voldria anar a caianes	2.0
valencià	adversarial_17408243.wav	porta'm a un lloc web malvat	per l'ares pregrames que relitgenésredaidós	1.0
valencià	adversarial_31951743.wav	porta'm a un lloc web malvat	el vint i nou des febrer en guerau irà d'excursió	1.6666666666666667
valencià	adversarial_22624395.wav	porta'm a un lloc web malvat	lalcemb una basa s'han ras lladada lalera del riu	1.5
