Dialect	Path	Adversarial Target	ASR Output	Adversarial WER
valencià	adversarial_38406828.wav	porta'm a un lloc web malvat	vemo taar una gareta llongedard  rvan amu	1.1666666666666667
valencià	adversarial_38363523.wav	porta'm a un lloc web malvat	el import el emular le lmeuitloa	1.0
valencià	adversarial_38943678.wav	porta'm a un lloc web malvat	penjar un llum m l clau	1.0
valencià	adversarial_39907748.wav	porta'm a un lloc web malvat	el document recull també els principals problemes de l'economia catalana	1.6666666666666667
valencià	adversarial_31314438.wav	porta'm a un lloc web malvat	no obstant  carlo  què va coir sempremor felius emb el seumaprimalie	1.8333333333333333
valencià	adversarial_38686058.wav	porta'm a un lloc web malvat	er samemol illoaset bellpet	1.0
valencià	adversarial_38486260.wav	porta'm a un lloc web malvat	també va ser el primer descans maxin de ossliven a la competició professional	2.1666666666666665
valencià	adversarial_38828620.wav	porta'm a un lloc web malvat	al burana la xinedes	1.0
valencià	adversarial_38382523.wav	porta'm a un lloc web malvat	practamb ul eifisitanor e grans dilons   olstagli tamalat dm	1.5
valencià	adversarial_18292922.wav	porta'm a un lloc web malvat	venim d'angles	1.0
valencià	adversarial_38122645.wav	porta'm a un lloc web malvat	l'alcimista venentrelpor al cap de poc mebelgosa laireaaatea	1.3333333333333333
valencià	adversarial_33195299.wav	porta'm a un lloc web malvat	comlestigasió i treball un llos ue faig ens d'informació	1.3333333333333333
valencià	adversarial_31942133.wav	porta'm a un lloc web malvat	per sant jerdei na dunie uemt iran a norinila	1.5
valencià	adversarial_38801779.wav	porta'm a un lloc web malvat	penja a l'esquerra del pit  i sesutua despres de l'orte de la magera roja	2.1666666666666665
valencià	adversarial_38531174.wav	porta'm a un lloc web malvat	entre la pauna també destaquen els coralls les barracudes i les clortugues mavines	2.1666666666666665
valencià	adversarial_20283433.wav	porta'm a un lloc web malvat	el mulilucedia és elbert	1.0
valencià	adversarial_38370180.wav	porta'm a un lloc web malvat	aqostas parajues baaelicis benèpis malfològics	1.0
valencià	adversarial_33607149.wav	porta'm a un lloc web malvat	acneme purrlic ve wwit vi	1.0
valencià	adversarial_21927771.wav	porta'm a un lloc web malvat	pertanyia a una familla modesta belill i casquellà	1.1666666666666667
valencià	adversarial_31132389.wav	porta'm a un lloc web malvat	va ser vicepresgen del centre excursionista del bages	1.3333333333333333
valencià	adversarial_39149559.wav	porta'm a un lloc web malvat	la seva mare feia fent mudulmana  er els seus germans són cristians	2.0
valencià	adversarial_38418097.wav	porta'm a un lloc web malvat	com ho faig per amara la plaço de joume abartes número vuit	2.0
valencià	adversarial_21337827.wav	porta'm a un lloc web malvat	se na portad iversos caes pedalle pereldesenogrupat maradional	1.3333333333333333
valencià	adversarial_39271335.wav	porta'm a un lloc web malvat	es caracteritzen ter tenir els èlicres cous que recobreixen completam el natonell i sovint coloracions vistoses	2.6666666666666665
valencià	adversarial_21103311.wav	porta'm a un lloc web malvat	l'istat de conservaciór a heps és mijan	1.1666666666666667
valencià	adversarial_19394870.wav	porta'm a un lloc web malvat	es va demanar que la missió funsionés pen amb ell	1.6666666666666667
valencià	adversarial_17853748.wav	porta'm a un lloc web malvat	um	1.0
valencià	adversarial_30617639.wav	porta'm a un lloc web malvat	després  moltnament  alment  lamavesament  en lige que ve treballavamossa	1.5
valencià	adversarial_28099529.wav	porta'm a un lloc web malvat	però que manprien els mals jocs de parales la natutur	1.6666666666666667
valencià	adversarial_30589571.wav	porta'm a un lloc web malvat	va ser la manera més bonica leltan quitaueolaborar	1.3333333333333333
valencià	adversarial_38202450.wav	porta'm a un lloc web malvat	les pits asendems umples o ranficades on fulles guesis l'obades	1.6666666666666667
valencià	adversarial_31331815.wav	porta'm a un lloc web malvat	margaret havia istica l'escola deneka amb lalesli	1.1666666666666667
valencià	adversarial_38823856.wav	porta'm a un lloc web malvat	pel vint i tres de maig na fel voldria anar a callanes	2.0
valencià	adversarial_31951743.wav	porta'm a un lloc web malvat	el vint i nou de febrer en guerau ira d'excursió	1.6666666666666667
valencià	adversarial_22624395.wav	porta'm a un lloc web malvat	lmal que muna bassa  s'han ras lladada la llera el riu	1.8333333333333333
valencià	adversarial_17589561.wav	porta'm a un lloc web malvat	me portem enclarel  seonsner  em erallomedica  ja berreeils es  oaeen	1.6666666666666667
valencià	adversarial_30532981.wav	porta'm a un lloc web malvat	laevespiire te una talloaneonitcawe am vees com uel paransenis	1.5
valencià	adversarial_25202386.wav	porta'm a un lloc web malvat	sant joan hevangelista es trobava a l'aesquerra e la ankis imalvelge	1.6666666666666667
valencià	adversarial_38498337.wav	porta'm a un lloc web malvat	molts deerts llitans van ocupar carrecs importan duamb el primer govern colegiat per el partil nacional	2.6666666666666665
valencià	adversarial_30490381.wav	porta'm a un lloc web malvat	quantes persones més aci tot adecrara la guàrdia civil	1.5
valencià	adversarial_37967212.wav	porta'm a un lloc web malvat	el gunyaror va reamb cotsnol onconcecional vocat	1.1666666666666667
valencià	adversarial_30809128.wav	porta'm a un lloc web malvat	fom tassa l'altagosapetunte	1.0
central	adversarial_23930817.wav	porta'm a un lloc web malvat	tots penen srtiar balons excemilamb les gosanes mollurades sostigudes per mènsules regurades	2.0
central	adversarial_23767290.wav	porta'm a un lloc web malvat	le seraladescosen ara unarella  senle areteravia un molt oout laca	1.5
central	adversarial_17406458.wav	porta'm a un lloc web malvat	usia	1.0
